"","flow","speed"
"179",1363.623841,60.1
"180",1931.800441,55.9
"181",1590.894481,58.1
"182",1420.441501,55.9
"183",1704.529801,57.3
"184",1193.170861,60.2
"185",1818.165121,57.6
"186",1647.712141,55.1
"187",2102.253421,57.5
"188",1249.988521,56
"189",1704.529801,56
"190",1761.347461,59.8
"191",1931.800441,61.4
"192",1363.623841,57.4
"193",1306.806181,58.9
"194",1818.165121,60.5
"195",1590.894481,59.9
"196",2102.253421,55.2
"197",1079.535541,60.4
"198",1534.076821,56.3
"199",1818.165121,57.9
"200",1590.894481,51.9
"201",1988.618101,57.2
"202",1704.529801,55.5
"203",1761.347461,57.9
"204",1761.347461,53.4
"205",1647.712141,53.8
"206",1761.347461,53.8
"207",2102.253421,56.4
"208",2045.435761,53.1
"209",1420.441501,58.9
"210",1818.165121,51.7
"211",1647.712141,56.7
"212",1761.347461,55
"213",1761.347461,60.2
"214",1874.982781,57.4
"215",2272.706401,57.5
"216",1647.712141,51.9
"217",1704.529801,59.3
"218",1647.712141,58.1
"219",1647.712141,58.1
"220",1704.529801,51.8
"221",2159.071081,56
"222",1931.800441,51.1
"223",1761.347461,57.9
"224",1931.800441,53.7
"225",1874.982781,56.7
"226",1988.618101,54.3
"227",1079.535541,57.1
"228",1477.259161,49.7
"229",1761.347461,59.8
"230",1420.441501,57.7
"231",1931.800441,60.2
"232",1818.165121,59.8
"233",1590.894481,59.3
"234",1931.800441,57.6
"235",1534.076821,57.7
"236",1590.894481,57.8
"237",2159.071081,54.3
"238",2556.794702,53.6
"239",1022.717881,57.3
"240",2215.888741,54.1
"241",1534.076821,58.4
"242",1874.982781,55.9
"243",1874.982781,57.6
"244",1590.894481,58.8
"245",1988.618101,54.3
"246",2045.435761,59.6
"247",1818.165121,60.2
"248",2102.253421,52.2
"249",1306.806181,57.1
"250",2386.341721,59.9
"251",2443.159381,54.9
"252",1249.988521,56.2
"253",2045.435761,53.3
"254",1590.894481,55.7
"255",2443.159381,57.8
"256",965.900221,59
"257",1988.618101,56.7
"258",1193.170861,39.5
"259",1534.076821,59.4
"260",1704.529801,54.3
"261",2613.612362,49
"262",1363.623841,51.4
"263",1818.165121,54.3
"264",2329.524061,48.1
"265",2386.341721,48.3
"266",1420.441501,52.2
"267",2215.888741,52.9
"268",2215.888741,54.3
"269",2215.888741,52.4
"270",1931.800441,49
"271",2329.524061,49.3
"272",1647.712141,52.2
"273",2045.435761,54.1
"274",1931.800441,52.7
"275",1988.618101,55.7
"276",1477.259161,55.2
"277",1704.529801,52.7
"278",1704.529801,55.9
"279",1363.623841,57
"280",2102.253421,53
"281",1818.165121,55.3
"282",2159.071081,54.1
"283",2215.888741,53.6
"284",1818.165121,55.7
"285",1704.529801,55.5
"286",2045.435761,56
"287",1022.717881,56.7
"288",1988.618101,56.5
"289",1136.353201,61.2
"290",1363.623841,57
"291",1931.800441,56.7
"292",1534.076821,56.4
"293",1022.717881,57.9
"294",1988.618101,56.8
"295",1363.623841,58.1
"296",1818.165121,57.6
"297",1647.712141,60.6
"298",1647.712141,50.9
"299",1874.982781,47.6
"300",1874.982781,57.3
"301",2215.888741,53.6
"302",2215.888741,50.5
"303",2102.253421,53.7
"304",1647.712141,56.3
"305",1988.618101,53.1
"306",1306.806181,61.5
"307",2045.435761,57.8
"308",2159.071081,51.8
"309",1761.347461,56.7
"310",1363.623841,56.6
"311",2102.253421,56.1
"312",2045.435761,53.4
"313",2499.977041,53.5
"314",1647.712141,50.2
"315",1534.076821,50.9
"316",2045.435761,53.4
"317",2215.888741,56
"318",1874.982781,55.9
"319",2102.253421,53.4
"320",1988.618101,47.4
"321",1704.529801,41.8
"322",1874.982781,40.9
"323",2329.524061,46.5
"324",1874.982781,33.4
"325",1874.982781,33.1
"326",1761.347461,37.6
"327",1761.347461,46.9
"328",2272.706401,46.8
"329",1363.623841,50.6
"330",2045.435761,43.8
"331",1818.165121,43.1
"332",1988.618101,38.5
"333",1988.618101,40
"334",2159.071081,40.3
"335",1988.618101,45.2
"336",1874.982781,50.3
"337",1874.982781,51.5
"338",1534.076821,53.7
"339",2102.253421,49.9
"340",1818.165121,49.5
"341",2613.612362,42.3
"342",2329.524061,39.7
"343",1818.165121,47.2
"344",2159.071081,39.4
"345",1874.982781,40.5
"346",2102.253421,44.3
"347",1988.618101,46.8
"348",1590.894481,45.5
"349",2045.435761,41.4
"350",1193.170861,49.3
"351",2386.341721,48.8
"352",1477.259161,47.1
"353",2215.888741,51.9
"354",1193.170861,56
"355",1249.988521,59.4
"356",2102.253421,52.9
"357",1818.165121,56.8
"358",1647.712141,52.1
"359",1477.259161,47.4
"360",1931.800441,49
"361",1818.165121,55.3
"362",2045.435761,54.5
"363",2159.071081,55.5
"364",1363.623841,62.1
"365",1988.618101,58.7
"366",1249.988521,54.5
"367",1249.988521,54.9
"368",1363.623841,57.3
"369",2045.435761,53.9
"370",2045.435761,58.4
"371",1420.441501,58.1
"372",1818.165121,55.8
"373",1136.353201,54.5
"374",2045.435761,58
"375",2159.071081,51.5
"376",1704.529801,57.8
"377",1477.259161,45.2
"378",1647.712141,55.1
"379",2613.612362,52.4
"380",1420.441501,56.6
"381",2556.794702,56.1
"382",1477.259161,56.1
"383",1704.529801,55.3
"384",1477.259161,54.3
"385",1761.347461,55.5
"386",1874.982781,51.7
"387",1306.806181,57.3
"388",1136.353201,57.1
"389",1249.988521,58.4
"390",2386.341721,51.1
"391",1420.441501,52.3
"392",1704.529801,52.4
"393",1818.165121,55.5
"394",1136.353201,56.4
"395",1761.347461,55.6
"396",1818.165121,55.8
"397",1931.800441,57.7
"398",1249.988521,50.3
"399",1874.982781,53.1
"400",1647.712141,55.4
"401",1647.712141,55.3
"402",1818.165121,56.1
"403",1704.529801,55.5
"404",1534.076821,61.8
"405",2272.706401,52.9
"406",2159.071081,52
"407",1988.618101,58
"408",1477.259161,58.8
"409",1590.894481,54.9
"410",2045.435761,51.9
"411",1647.712141,61.1
"412",2045.435761,53.1
"413",1590.894481,57.9
"414",2272.706401,55.7
"415",1477.259161,52
"416",2102.253421,60
"417",1704.529801,60.9
"418",1079.535541,57.2
"419",1590.894481,56
"420",1590.894481,55.5
"421",1420.441501,55.8
"422",1874.982781,53.9
"423",2045.435761,54.1
"424",1420.441501,54.5
"425",1590.894481,54.5
"426",1534.076821,58.4
"427",1647.712141,55.7
"428",1647.712141,53.2
"429",1647.712141,53
"430",2329.524061,52.8
"431",2215.888741,34.1
"432",1704.529801,42.2
"433",795.44724,39.9
"434",1306.806181,26.9
"435",1988.618101,22.2
"436",1249.988521,20
"437",1249.988521,26.8
"438",1420.441501,26.8
"439",1647.712141,30.8
"440",1363.623841,33.8
"441",1988.618101,39.1
"442",1818.165121,30.6
"443",965.900221,12.9
"444",1420.441501,14.6
"445",1079.535541,15.5
"446",1079.535541,7.8
"447",624.99426,3.8
"448",795.44724,5.3
"449",909.082561,21.4
"450",1761.347461,23.6
"451",1874.982781,26.5
"452",1590.894481,25
"453",1136.353201,30.4
"454",1249.988521,10.2
"455",1022.717881,14.9
"456",1249.988521,21.8
"457",1306.806181,30.4
"458",1477.259161,35.8
"459",1477.259161,33.3
"460",1534.076821,20.9
"461",1420.441501,28.8
"462",1363.623841,22.2
"463",1022.717881,8.7
"464",681.81192,3.5
"465",965.900221,15.1
"466",1079.535541,13.5
"467",738.62958,4.5
"468",1249.988521,11.9
"469",1079.535541,20.8
"470",1249.988521,14.8
"471",1079.535541,21.8
"472",1193.170861,29.1
"473",1363.623841,31.4
"474",909.082561,33.6
"475",1306.806181,25.4
"476",1590.894481,28
"477",1761.347461,30.2
"478",1420.441501,28.1
"479",1590.894481,30.4
"480",1477.259161,31.5
"481",1477.259161,39.4
"482",1136.353201,35.7
"483",1306.806181,36.7
"484",1193.170861,34.9
"485",1704.529801,36
"486",1477.259161,35.1
"487",1874.982781,35.3
"488",1590.894481,36.9
"489",1647.712141,40.9
"490",1477.259161,41.5
"491",965.900221,44.2
"492",1420.441501,51.4
"493",1874.982781,53.9
"494",1534.076821,52.4
"495",1079.535541,54.5
"496",1193.170861,49
"497",1420.441501,50.6
"498",1704.529801,50.9
"499",1193.170861,54.1
"500",1477.259161,51.8
"501",1988.618101,51.5
"502",1931.800441,46.3
"503",2045.435761,48
"504",1249.988521,51.8
"505",2159.071081,47.7
"506",1420.441501,51.1
"507",2045.435761,49.3
"508",1306.806181,29.5
"509",1818.165121,52.7
"510",1590.894481,57.5
"511",1193.170861,64.8
"512",1704.529801,54.1
"513",1704.529801,45.6
"514",965.900221,55
"515",1193.170861,55.8
"516",1818.165121,36.2
"517",1818.165121,50.5
"518",1136.353201,61.9
"519",1590.894481,56.1
"520",1477.259161,53.7
"521",1761.347461,52.4
"522",1590.894481,57.3
"523",1704.529801,56.1
"524",2045.435761,56.6
"525",1306.806181,57.7
"526",1590.894481,53.4
"527",1420.441501,60.4
"528",1647.712141,56.6
"529",1249.988521,57.6
"530",1363.623841,60.4
"531",1534.076821,55.2
"532",852.264901,61.6
"533",1477.259161,58.1
"534",1249.988521,60.2
"535",1193.170861,56.2
"536",1761.347461,55.9
"537",1931.800441,58.9
"538",1818.165121,51.6
"539",1420.441501,53.7
"540",2102.253421,57.5
"541",1647.712141,58.4
"542",1647.712141,51.7
"543",1420.441501,53.6
"544",1704.529801,59.7
"545",1534.076821,51.4
"546",852.264901,57.8
"547",1647.712141,56.9
"548",1363.623841,52.3
"549",1874.982781,47.5
"550",1477.259161,61
"551",1647.712141,62.6
"552",1306.806181,62.9
"553",1590.894481,57.8
"554",2045.435761,63.3
"555",1590.894481,58.4
"556",1874.982781,58.4
"557",1647.712141,59
"558",1477.259161,62.5
"559",1931.800441,56.7
"560",1761.347461,57.2
"561",1534.076821,57.8
"562",1136.353201,60.6
"563",2102.253421,55
"564",1931.800441,54.1
"565",1534.076821,57.1
"566",909.082561,61.4
"567",2045.435761,52.7
"568",1818.165121,60.6
"569",1079.535541,58.4
"570",1704.529801,59.4
"571",1704.529801,57.6
"572",1306.806181,62
"573",1477.259161,62.5
"574",909.082561,60.6
"575",738.62958,58.4
"576",1022.717881,56.9
"577",1363.623841,57.8
"578",1079.535541,59
"579",1363.623841,60.2
"580",1249.988521,56.4
"581",852.264901,56.7
"582",1590.894481,58.4
"583",1761.347461,60.3
"584",1363.623841,49.6
"585",1136.353201,56.4
"586",1477.259161,57.5
"587",1249.988521,56.2
"588",1249.988521,55.6
"589",1761.347461,59.8
"590",1363.623841,57.4
"591",1363.623841,55.5
"592",1477.259161,57.2
"593",1249.988521,58.4
"594",1590.894481,56.7
"595",738.62958,65.5
"596",1136.353201,56.4
"597",1704.529801,59.8
"598",2045.435761,55.4
"599",1249.988521,61.1
"600",1112.849759,47.4
"601",1229.991839,58.4
"602",1698.560159,58.1
"603",1698.560159,56.4
"604",1288.562879,60.6
"605",1522.847039,60.1
"606",1932.844319,53
"607",1522.847039,59.2
"608",1054.278719,62.9
"609",1991.415359,53.4
"610",2049.986399,56.6
"611",1815.702239,62.3
"612",1639.989119,60
"613",1639.989119,58.4
"614",1112.849759,60.6
"615",1171.420799,49.4
"616",1815.702239,57.6
"617",1347.133919,57.7
"618",2049.986399,55.3
"619",1698.560159,60.3
"620",995.707679,58.4
"621",2108.557439,56.4
"622",1991.415359,57.4
"623",1991.415359,53.9
"624",1171.420799,58
"625",995.707679,58.4
"626",1522.847039,54.5
"627",1405.704959,56.6
"628",995.707679,60.6
"629",1171.420799,60.1
"630",1464.275999,57
"631",1698.560159,58.8
"632",1522.847039,59.2
"633",1698.560159,56.1
"634",1581.418079,54
"635",1288.562879,54.5
"636",1757.131199,56.6
"637",1054.278719,57.4
"638",1405.704959,57
"639",1112.849759,60.6
"640",2049.986399,56.6
"641",1229.991839,56
"642",1932.844319,52.5
"643",1757.131199,58.1
"644",1112.849759,58.4
"645",1874.273279,55
"646",1405.704959,56.6
"647",1464.275999,58.8
"648",1347.133919,59.7
"649",1405.704959,56.2
"650",1347.133919,54.2
"651",1347.133919,61.2
"652",1757.131199,54.5
"653",1288.562879,52.3
"654",1757.131199,55.1
"655",1581.418079,58.1
"656",2049.986399,56.5
"657",1054.278719,56.2
"658",2342.841598,55.4
"659",1757.131199,58.2
"660",1757.131199,60.8
"661",1229.991839,58
"662",1639.989119,57.1
"663",1639.989119,50.4
"664",1698.560159,58.7
"665",1698.560159,55.4
"666",1054.278719,57.4
"667",1815.702239,59.8
"668",2284.270558,55.8
"669",1522.847039,62
"670",2284.270558,58.2
"671",1698.560159,59.7
"672",1288.562879,58
"673",1522.847039,59.6
"674",1405.704959,58.8
"675",1874.273279,59
"676",1522.847039,59.9
"677",1229.991839,57.2
"678",2459.983678,57.2
"679",1522.847039,57.8
"680",1464.275999,58
"681",1229.991839,59.3
"682",1757.131199,56.7
"683",1171.420799,58.4
"684",1874.273279,55.7
"685",1112.849759,53.7
"686",1639.989119,60.3
"687",1347.133919,61.1
"688",1698.560159,58.1
"689",1698.560159,60.1
"690",1698.560159,56.1
"691",1405.704959,58.9
"692",1815.702239,57.5
"693",1112.849759,58.4
"694",1639.989119,58.9
"695",1347.133919,58.8
"696",2049.986399,55.9
"697",1405.704959,55.2
"698",1874.273279,52.1
"699",1639.989119,55.3
"700",1054.278719,62.9
"701",1522.847039,56.4
"702",1171.420799,60.2
"703",1581.418079,58.1
"704",1991.415359,61
"705",1112.849759,48.8
"706",1815.702239,45.1
"707",2167.128479,54.5
"708",1464.275999,58.9
"709",1405.704959,55.2
"710",1639.989119,60.6
"711",1288.562879,60.2
"712",2284.270558,51.1
"713",1932.844319,58.2
"714",2167.128479,58.7
"715",1581.418079,56.1
"716",1522.847039,58.1
"717",1932.844319,55.3
"718",1522.847039,57.5
"719",2108.557439,56.4
"720",1229.991839,58.9
"721",2167.128479,56
"722",1639.989119,56
"723",2049.986399,60.6
"724",1112.849759,60.6
"725",1347.133919,52.9
"726",1991.415359,54.3
"727",1054.278719,56.4
"728",1522.847039,59.8
"729",937.136639,60.9
"730",1698.560159,52.4
"731",1522.847039,58.8
"732",1581.418079,54.3
"733",2284.270558,55.5
"734",1874.273279,53.8
"735",1932.844319,59.5
"736",1757.131199,57
"737",1171.420799,58
"738",1815.702239,58.1
"739",2049.986399,50.5
"740",2225.699518,53.7
"741",1581.418079,55.1
"742",1757.131199,53.4
"743",1757.131199,56.1
"744",2049.986399,53
"745",1522.847039,53.8
"746",2811.409918,55.6
"747",2167.128479,54.5
"748",1815.702239,58.1
"749",1522.847039,58.4
"750",1229.991839,54.9
"751",1171.420799,54.2
"752",1464.275999,55.5
"753",1405.704959,60.4
"754",1991.415359,55.5
"755",2049.986399,39.9
"756",1698.560159,59.4
"757",2225.699518,56.3
"758",2225.699518,53.6
"759",2284.270558,54.7
"760",1464.275999,55.3
"761",2577.125758,53.5
"762",1757.131199,54
"763",1757.131199,58.1
"764",2108.557439,52.7
"765",1112.849759,60.6
"766",1815.702239,61.9
"767",2225.699518,56.3
"768",1698.560159,57.5
"769",2401.412638,53
"770",1288.562879,59.5
"771",1405.704959,58.4
"772",1229.991839,59.3
"773",2577.125758,55.5
"774",1991.415359,58.7
"775",1932.844319,58.2
"776",1874.273279,58.1
"777",1229.991839,55.8
"778",1698.560159,56
"779",1581.418079,54.9
"780",2401.412638,51.3
"781",1991.415359,48.8
"782",2108.557439,54.3
"783",1581.418079,61.2
"784",2049.986399,57
"785",1522.847039,55.3
"786",2049.986399,50.5
"787",2284.270558,57.3
"788",1698.560159,58.7
"789",2049.986399,55.3
"790",1874.273279,46.9
"791",1757.131199,55.3
"792",2108.557439,53.2
"793",1698.560159,58.7
"794",1581.418079,52.6
"795",1698.560159,55.6
"796",1991.415359,54.5
"797",2284.270558,54.5
"798",1288.562879,60.2
"799",2342.841598,58.9
"800",1757.131199,52.8
"801",1698.560159,54.9
"802",2167.128479,56
"803",1932.844319,56.7
"804",1405.704959,58.4
"805",2167.128479,51.1
"806",1639.989119,54.8
"807",2049.986399,53.1
"808",2108.557439,52.4
"809",1698.560159,54.3
"810",1932.844319,51.1
"811",1581.418079,53.9
"812",1171.420799,57.1
"813",1932.844319,59.5
"814",1581.418079,59.1
"815",1757.131199,58.1
"816",1405.704959,58.8
"817",1932.844319,57.2
"818",1932.844319,54.5
"819",1464.275999,58
"820",1112.849759,59.7
"821",1171.420799,57.6
"822",1288.562879,52.3
"823",1991.415359,54.1
"824",2167.128479,56.2
"825",1581.418079,57.8
"826",1757.131199,60.9
"827",1932.844319,56.7
"828",1522.847039,53.4
"829",1874.273279,55.3
"830",1639.989119,56.4
"831",1757.131199,54.3
"832",1991.415359,55.9
"833",1932.844319,58.4
"834",1991.415359,56.6
"835",1347.133919,58.4
"836",1581.418079,56.3
"837",1405.704959,54.9
"838",2049.986399,58.2
"839",1639.989119,56.1
"840",2225.699518,57.4
"841",1522.847039,57.7
"842",1464.275999,58.1
"843",1932.844319,55.9
"844",1639.989119,59.8
"845",1522.847039,57.8
"846",1757.131199,51.4
"847",1698.560159,57.4
"848",2167.128479,51.7
"849",1464.275999,57.3
"850",1112.849759,59.4
"851",1639.989119,63.7
"852",1464.275999,54.2
"853",2342.841598,53
"854",1698.560159,61.1
"855",1874.273279,57.4
"856",1171.420799,59.9
"857",2225.699518,49
"858",1757.131199,59.3
"859",1991.415359,54.1
"860",1639.989119,58.4
"861",1874.273279,59.4
"862",1522.847039,57.5
"863",1991.415359,55
"864",2284.270558,51.9
"865",1815.702239,56.3
"866",1757.131199,55.4
"867",1347.133919,57.6
"868",1757.131199,57.3
"869",1347.133919,58
"870",1522.847039,55.8
"871",2225.699518,57.7
"872",1581.418079,55.6
"873",2108.557439,50.7
"874",2342.841598,50.6
"875",1581.418079,58.1
"876",2167.128479,53.4
"877",1639.989119,56.6
"878",1815.702239,57.6
"879",1874.273279,58.2
"880",1581.418079,59.5
"881",1639.989119,56
"882",2108.557439,60
"883",1464.275999,58.1
"884",2167.128479,58.9
"885",2518.554718,56.1
"886",1464.275999,53.6
"887",1639.989119,59.8
"888",1464.275999,57.7
"889",1464.275999,57.4
"890",1932.844319,40.3
"891",1581.418079,57.3
"892",2459.983678,56.9
"893",1405.704959,56.1
"894",2108.557439,56.4
"895",1698.560159,57.3
"896",1229.991839,60.6
"897",1054.278719,56.1
"898",1464.275999,58.4
"899",1757.131199,59.1
"900",1581.418079,59.5
"901",1639.989119,55.7
"902",1932.844319,53.6
"903",2049.986399,54.1
"904",1464.275999,57.7
"905",2225.699518,54.1
"906",2284.270558,54.5
"907",1639.989119,57.8
"908",1581.418079,59.5
"909",1581.418079,58.4
"910",1229.991839,58.4
"911",1581.418079,57.5
"912",1522.847039,54.9
"913",2049.986399,53.7
"914",1932.844319,58.7
"915",2459.983678,58.4
"916",1288.562879,60.2
"917",1522.847039,60.8
"918",1932.844319,58.2
"919",2108.557439,60.1
"920",1874.273279,57.3
"921",1581.418079,56.6
"922",1874.273279,55.3
"923",1464.275999,60.6
"924",1229.991839,59.4
"925",1405.704959,53.9
"926",1932.844319,58.2
"927",1991.415359,52.6
"928",1698.560159,57.3
"929",2401.412638,51.5
"930",1639.989119,57.2
"931",1698.560159,54.3
"932",1112.849759,48.8
"933",1991.415359,54.5
"934",2225.699518,54.3
"935",2518.554718,57.2
"936",1932.844319,56.4
"937",2108.557439,58.4
"938",1991.415359,60.3
"939",1874.273279,58.7
"940",2108.557439,55.6
"941",2108.557439,56.5
"942",1639.989119,57.9
"943",1991.415359,59
"944",2167.128479,54.1
"945",2108.557439,57.2
"946",1347.133919,53.6
"947",1229.991839,61.1
"948",1639.989119,55.6
"949",2518.554718,58
"950",1464.275999,58.4
"951",1405.704959,56.8
"952",1347.133919,60.4
"953",1405.704959,58.8
"954",2049.986399,57.5
"955",1405.704959,58.4
"956",1522.847039,58.1
"957",1639.989119,61.9
"958",1464.275999,58.4
"959",1522.847039,51.4
"960",1991.415359,50
"961",1815.702239,53.7
"962",1581.418079,59.5
"963",1698.560159,57.3
"964",2049.986399,58.4
"965",644.28144,59.3
"966",1581.418079,58.4
"967",1757.131199,58.4
"968",1405.704959,60.2
"969",1405.704959,66.2
"970",1757.131199,59.3
"971",2049.986399,53.9
"972",1932.844319,51.6
"973",1815.702239,52.8
"974",1698.560159,59.4
"975",1757.131199,57.6
"976",1171.420799,58
"977",1639.989119,58.4
"978",1991.415359,55
"979",1874.273279,53.2
"980",1054.278719,60.6
"981",1639.989119,57.9
"982",1112.849759,57.1
"983",1932.844319,55.5
"984",2225.699518,56.2
"985",1991.415359,58.4
"986",1815.702239,55.8
"987",1874.273279,60.1
"988",1815.702239,56.8
"989",1757.131199,58.7
"990",1054.278719,58.9
"991",878.565599,62.9
"992",2167.128479,54.3
"993",1991.415359,54.1
"994",1522.847039,50.3
"995",1698.560159,55.3
"996",2225.699518,55.3
"997",2401.412638,54.2
"998",1522.847039,61.5
"999",1874.273279,57.7
"1000",1405.704959,57.4
"1001",1757.131199,50.9
"1002",1405.704959,55.8
"1003",1815.702239,55.3
"1004",1522.847039,55.8
"1005",1757.131199,59.6
"1006",1815.702239,56.8
"1007",2342.841598,55.6
"1008",1522.847039,59.1
"1009",2225.699518,58
"1010",1639.989119,57.2
"1011",1932.844319,54.8
"1012",1581.418079,60.8
"1013",1054.278719,61.4
"1014",1347.133919,58.8
"1015",1874.273279,56.9
"1016",1639.989119,55.6
"1017",1874.273279,57.9
"1018",1815.702239,58.4
"1019",1815.702239,56.2
"1020",1464.275999,57.4
"1021",1698.560159,56.3
"1022",1347.133919,61.6
"1023",1698.560159,51.8
"1024",1581.418079,58.7
"1025",1932.844319,59
"1026",1464.275999,61.7
"1027",1932.844319,55.4
"1028",1991.415359,60
"1029",1464.275999,54.5
"1030",1405.704959,58.8
"1031",1698.560159,57.9
"1032",1581.418079,56.3
"1033",1171.420799,57.2
"1034",2108.557439,57.3
"1035",1639.989119,58.7
"1036",1347.133919,64.3
"1037",1874.273279,58.2
"1038",1522.847039,60.8
"1039",1581.418079,48.4
"1040",1522.847039,58.8
"1041",1757.131199,61.1
"1042",1698.560159,57.5
"1043",1464.275999,51.1
"1044",1522.847039,58.8
"1045",1054.278719,62.4
"1046",1464.275999,55.6
"1047",2108.557439,58.2
"1048",1757.131199,59.9
"1049",1171.420799,62.5
"1050",1171.420799,59.7
"1051",1522.847039,54.3
"1052",1639.989119,59.3
"1053",1698.560159,52.8
"1054",1522.847039,56.8
"1055",1405.704959,56.8
"1056",1991.415359,53.5
"1057",1405.704959,55.8
"1058",2284.270558,51.8
"1059",1171.420799,64
"1060",1639.989119,60.6
"1061",1288.562879,60.4
"1062",1815.702239,53.6
"1063",1757.131199,48.1
"1064",1405.704959,60.2
"1065",1522.847039,56.3
"1066",1698.560159,60.9
"1067",1464.275999,56.1
"1068",1698.560159,59
"1069",1639.989119,54.8
"1070",1522.847039,56.9
"1071",1229.991839,53.7
"1072",1405.704959,56.8
"1073",937.136639,60.6
"1074",1405.704959,58.1
"1075",1229.991839,60.6
"1076",1581.418079,57.5
"1077",1054.278719,59.4
"1078",995.707679,57.3
"1079",1639.989119,60.3
"1080",1405.704959,58.1
"1081",1347.133919,60.6
"1082",1229.991839,58.9
"1083",1757.131199,57.3
"1084",1171.420799,57.2
"1085",1288.562879,58.4
"1086",1288.562879,59.6
"1087",1405.704959,61.1
"1088",1815.702239,60.3
"1089",1581.418079,62.6
"1090",1757.131199,60.8
"1091",2342.841598,56.3
