"","flow","speed"
"146",874.991965,64.6
"147",1045.444945,59
"148",1090.899073,62.3
"149",920.446093,61.6
"150",977.263753,61.2
"151",1136.353201,60.8
"152",1340.896777,61.3
"153",1272.715585,61.1
"154",1284.079117,60.6
"155",1272.715585,55.7
"156",1227.261457,59.1
"157",1579.530949,60.1
"158",920.446093,59.8
"159",1295.442649,60.5
"160",818.174304,59.3
"161",1136.353201,59.7
"162",1113.626137,59.1
"163",1295.442649,61
"164",1363.623841,56.3
"165",1340.896777,60.3
"166",1261.352053,60.7
"167",1249.988521,60.2
"168",1477.259161,59.1
"169",1136.353201,61.2
"170",1545.440353,61.4
"171",1079.535541,61.1
"172",1340.896777,60.2
"173",1431.805033,61.3
"174",1147.716733,61.9
"175",1431.805033,59.3
"176",1477.259161,59.2
"177",1636.348609,60.7
"178",1409.077969,56.1
"179",840.901368,62.2
"180",1965.891037,56.7
"181",1193.170861,58.8
"182",954.536689,60.3
"183",1522.713289,61.6
"184",1170.443797,61.5
"185",1420.441501,59.1
"186",1363.623841,58.9
"187",1397.714437,60.3
"188",999.990817,58.7
"189",1318.169713,58.5
"190",1636.348609,61.8
"191",1806.801589,61
"192",1136.353201,60.6
"193",1409.077969,59.6
"194",1261.352053,61.1
"195",1329.533245,60.4
"196",1727.256865,57.1
"197",1261.352053,59.7
"198",1602.258013,57.7
"199",1363.623841,60.6
"200",1284.079117,57.7
"201",1579.530949,57.2
"202",1545.440353,56.4
"203",1181.807329,57.4
"204",1352.260309,55.7
"205",1693.166269,55.2
"206",1727.256865,55.6
"207",1818.165121,57.7
"208",1420.441501,56
"209",1284.079117,60.2
"210",1681.802737,56.5
"211",1784.074525,57.1
"212",1329.533245,56.7
"213",1170.443797,61.1
"214",1704.529801,59
"215",1818.165121,56.7
"216",1477.259161,58.2
"217",1318.169713,60
"218",1590.894481,58.9
"219",1454.532097,59.7
"220",1431.805033,54.6
"221",1920.436909,57.5
"222",1556.803885,49.2
"223",1295.442649,60.7
"224",1874.982781,56.2
"225",1352.260309,59.5
"226",1613.621545,57
"227",1181.807329,56.8
"228",1874.982781,51
"229",1340.896777,60
"230",1249.988521,60
"231",1454.532097,62
"232",1568.167417,61.6
"233",1602.258013,60.3
"234",1488.622693,58.8
"235",1147.716733,60.9
"236",1397.714437,59.3
"237",1897.709845,58.5
"238",1784.074525,54.9
"239",1170.443797,59.5
"240",1909.073377,56.9
"241",1602.258013,60.7
"242",1602.258013,57
"243",1568.167417,58.9
"244",1284.079117,58.6
"245",1602.258013,58.3
"246",1386.350905,58.7
"247",1511.349757,60.4
"248",1795.438057,54
"249",1090.899073,57.9
"250",2056.799293,59.8
"251",1806.801589,55.7
"252",1272.715585,57.3
"253",1545.440353,56.8
"254",1056.808477,57.2
"255",1499.986225,57.5
"256",1068.172009,59.4
"257",1579.530949,58.9
"258",1159.080265,53.8
"259",1522.713289,61.2
"260",1181.807329,55.7
"261",1613.621545,53.1
"262",1329.533245,53.2
"263",1374.987373,51.5
"264",1715.893333,51.9
"265",1806.801589,49.9
"266",1227.261457,54.8
"267",1874.982781,54
"268",1579.530949,55.7
"269",1806.801589,54.2
"270",1852.255717,52.2
"271",1761.347461,53.3
"272",1681.802737,52.7
"273",1409.077969,55.4
"274",1886.346313,52.6
"275",1715.893333,55.9
"276",1306.806181,55
"277",1818.165121,56.1
"278",1386.350905,56.5
"279",1556.803885,56.1
"280",1636.348609,54.4
"281",1772.710993,50.4
"282",1761.347461,54.1
"283",1556.803885,56.4
"284",1397.714437,56.4
"285",1590.894481,56.5
"286",1727.256865,57.9
"287",1295.442649,60.4
"288",1431.805033,57.2
"289",1420.441501,60.5
"290",1170.443797,60.1
"291",1477.259161,57.9
"292",1636.348609,59.1
"293",1363.623841,58.5
"294",1784.074525,56.5
"295",1056.808477,58.4
"296",1420.441501,59.3
"297",1159.080265,60.3
"298",1340.896777,53.9
"299",1852.255717,52.1
"300",1715.893333,56.3
"301",1965.891037,53.7
"302",1886.346313,51.6
"303",1647.712141,54.2
"304",1556.803885,58.5
"305",1784.074525,54
"306",1443.168565,59
"307",1681.802737,57.7
"308",1772.710993,56.1
"309",1624.985077,56.6
"310",1227.261457,59.7
"311",1761.347461,56.8
"312",1670.439205,54.8
"313",1852.255717,56.4
"314",1556.803885,54.8
"315",1499.986225,52.3
"316",1852.255717,54.9
"317",1738.620397,56.1
"318",1511.349757,57.8
"319",1659.075673,54.6
"320",1738.620397,47.2
"321",1727.256865,42.7
"322",1715.893333,43.3
"323",1602.258013,40.7
"324",1647.712141,37.3
"325",1943.163973,37.4
"326",1477.259161,40.8
"327",1499.986225,48
"328",1749.983929,49.1
"329",1681.802737,50.4
"330",1863.619249,47.2
"331",2079.526357,43.3
"332",1624.985077,42
"333",1897.709845,42.5
"334",1840.892185,43.5
"335",1988.618101,46.8
"336",1727.256865,49.5
"337",1727.256865,53.4
"338",1340.896777,54.4
"339",1863.619249,52.8
"340",1806.801589,52.1
"341",2113.616953,47.9
"342",1829.528653,43.7
"343",1613.621545,46.8
"344",1749.983929,42.7
"345",1806.801589,44.4
"346",1818.165121,47.1
"347",1863.619249,48.9
"348",1749.983929,46.9
"349",2022.708697,45.2
"350",1659.075673,46.6
"351",2011.345165,50.9
"352",1704.529801,49
"353",1965.891037,55
"354",1613.621545,53.4
"355",1181.807329,60
"356",1795.438057,55.5
"357",1420.441501,58
"358",1624.985077,54.5
"359",1818.165121,48.1
"360",1590.894481,47.1
"361",1556.803885,55.7
"362",1818.165121,56.4
"363",1579.530949,57.6
"364",1056.808477,60.6
"365",1454.532097,58.2
"366",1363.623841,57.2
"367",1329.533245,57.1
"368",1511.349757,59.7
"369",1215.897925,57.1
"370",1443.168565,59.3
"371",1874.982781,57.6
"372",1624.985077,56.3
"373",1465.895629,56.4
"374",1568.167417,57.8
"375",1454.532097,52.2
"376",1363.623841,61.3
"377",1545.440353,51.6
"378",1306.806181,56.1
"379",2136.344017,53.7
"380",1215.897925,60
"381",1852.255717,56
"382",1511.349757,55.9
"383",1840.892185,56
"384",1204.534393,54.2
"385",1443.168565,58.8
"386",1647.712141,54.5
"387",1329.533245,59
"388",931.809625,58.1
"389",1306.806181,59.8
"390",2045.435761,53.8
"391",1454.532097,53.5
"392",1670.439205,54.9
"393",1727.256865,57.4
"394",1295.442649,59
"395",1647.712141,57.4
"396",1488.622693,55
"397",1659.075673,57.6
"398",1295.442649,52.1
"399",1522.713289,55.1
"400",1534.076821,56.4
"401",1772.710993,57.4
"402",1636.348609,57.2
"403",1545.440353,56.6
"404",1443.168565,62.2
"405",1909.073377,56.3
"406",1613.621545,56.7
"407",1738.620397,59.2
"408",1374.987373,58
"409",1465.895629,58.3
"410",1590.894481,58.1
"411",1227.261457,61.2
"412",1795.438057,55.2
"413",1499.986225,59.9
"414",1704.529801,56.2
"415",1352.260309,59
"416",1477.259161,59.4
"417",1499.986225,60.7
"418",1215.897925,59.7
"419",1602.258013,59.8
"420",1511.349757,58.1
"421",1443.168565,58.4
"422",1636.348609,56.2
"423",1534.076821,54.7
"424",1499.986225,56.8
"425",1522.713289,59.3
"426",1397.714437,59.3
"427",1590.894481,56.6
"428",1556.803885,56.9
"429",1477.259161,55
"430",1795.438057,52.1
"431",1568.167417,39.7
"432",1465.895629,40.5
"433",1227.261457,38.6
"434",1318.169713,33.3
"435",1318.169713,20.3
"436",1227.261457,22
"437",1204.534393,25.2
"438",1306.806181,26.8
"439",1454.532097,33
"440",1568.167417,36.7
"441",1727.256865,39.5
"442",1511.349757,34.2
"443",1079.535541,20.6
"444",1443.168565,19.1
"445",1204.534393,15.7
"446",1022.717881,11.8
"447",988.627285,10.3
"448",1124.989669,12
"449",1227.261457,21.9
"450",1397.714437,26.9
"451",1499.986225,29.1
"452",1443.168565,32.1
"453",1454.532097,33.1
"454",1340.896777,21.2
"455",1034.081413,24.1
"456",1454.532097,27.5
"457",1397.714437,34.5
"458",1431.805033,39.5
"459",1386.350905,33.3
"460",1363.623841,26
"461",1249.988521,28.9
"462",1352.260309,24.2
"463",1124.989669,14.6
"464",1079.535541,12.1
"465",1363.623841,21.2
"466",1102.262605,15.8
"467",1193.170861,13
"468",1022.717881,14.2
"469",1340.896777,19.1
"470",1079.535541,13.7
"471",988.627285,12.2
"472",1227.261457,27.1
"473",1431.805033,31.1
"474",1284.079117,33.6
"475",1556.803885,30.9
"476",1556.803885,30.3
"477",1511.349757,31.3
"478",1318.169713,29.5
"479",1727.256865,32.3
"480",1374.987373,31.8
"481",1636.348609,37.9
"482",1397.714437,36.9
"483",1363.623841,39.9
"484",1522.713289,37.4
"485",1715.893333,36.9
"486",1636.348609,38.7
"487",1613.621545,37.1
"488",1522.713289,38.4
"489",1420.441501,40.3
"490",1897.709845,42.5
"491",1318.169713,44.8
"492",1397.714437,54.6
"493",1431.805033,54.1
"494",1249.988521,54.8
"495",1374.987373,54
"496",1568.167417,52.1
"497",1806.801589,52.3
"498",1420.441501,53.7
"499",1420.441501,54.9
"500",1670.439205,53.8
"501",1659.075673,53
"502",1681.802737,51.6
"503",1761.347461,50.8
"504",1499.986225,54.9
"505",1693.166269,52.4
"506",1693.166269,55.7
"507",1488.622693,55
"508",1340.896777,46.6
"509",1579.530949,56.8
"510",1409.077969,58.6
"511",897.719029,63.4
"512",943.173157,55.8
"513",1738.620397,55.6
"514",1318.169713,59.6
"515",1306.806181,60
"516",1545.440353,50.6
"517",1397.714437,54.1
"518",988.627285,61.9
"519",1340.896777,59.9
"520",1181.807329,58.8
"521",1352.260309,54.7
"522",1306.806181,57.3
"523",1386.350905,59.3
"524",1499.986225,58.3
"525",1159.080265,57.7
"526",1431.805033,59.2
"527",1306.806181,59.5
"528",1534.076821,58.7
"529",1147.716733,61.8
"530",1102.262605,59.7
"531",1420.441501,59.4
"532",693.175452,62.6
"533",1431.805033,60.2
"534",1488.622693,57.9
"535",1386.350905,58.1
"536",1477.259161,55
"537",1454.532097,59.7
"538",1556.803885,59
"539",1124.989669,57.5
"540",1477.259161,61.1
"541",1215.897925,61.1
"542",1079.535541,51.8
"543",1295.442649,55.8
"544",1386.350905,57.5
"545",988.627285,58.4
"546",852.264901,61
"547",1261.352053,58.9
"548",1284.079117,54.7
"549",1261.352053,51.4
"550",1170.443797,61.2
"551",1113.626137,62
"552",1102.262605,62.1
"553",1306.806181,59.5
"554",1409.077969,61.9
"555",1477.259161,60.1
"556",1204.534393,60.1
"557",1249.988521,60.2
"558",1056.808477,60.3
"559",1465.895629,60.2
"560",1624.985077,57.1
"561",1249.988521,58
"562",1431.805033,59.7
"563",1772.710993,55.6
"564",1363.623841,56
"565",1204.534393,57
"566",1113.626137,58
"567",1840.892185,58.1
"568",1249.988521,60.3
"569",920.446093,60
"570",1227.261457,59.2
"571",1681.802737,58.2
"572",1034.081413,63.8
"573",1386.350905,63.7
"574",738.62958,62.1
"575",1238.624989,59.3
"576",1261.352053,55.3
"577",1170.443797,56.2
"578",897.719029,59.9
"579",1374.987373,61.1
"580",1090.899073,60.3
"581",909.082561,59.7
"582",1193.170861,59.8
"583",1545.440353,60.9
"584",1306.806181,51.7
"585",1374.987373,58.2
"586",1284.079117,59.3
"587",1215.897925,57.6
"588",1215.897925,60.9
"589",1352.260309,59.6
"590",1022.717881,58.8
"591",1045.444945,60.8
"592",1113.626137,62.2
"593",1443.168565,60.7
"594",1238.624989,58.7
"595",806.810772,66.6
"596",943.173157,59.4
"597",1113.626137,61.7
"598",1386.350905,58.7
"599",1261.352053,59
"600",1147.992383,57.6
"601",937.136639,60.1
"602",1581.418079,60.3
"603",1382.276543,58.7
"604",1007.421887,61.9
"605",1265.134463,61.2
"606",1499.418623,56.6
"607",1265.134463,59.8
"608",1112.849759,62.3
"609",1663.417535,57.8
"610",1382.276543,61.2
"611",1452.561791,60.7
"612",1171.420799,60.8
"613",1604.846495,61
"614",866.851391,59.2
"615",1347.133919,57.1
"616",1417.419167,59.8
"617",1147.992383,60
"618",1663.417535,62.1
"619",1452.561791,59.8
"620",1089.421343,59.6
"621",1347.133919,61.3
"622",1522.847039,62
"623",1593.132287,57.9
"624",1007.421887,58.7
"625",1253.420255,62.1
"626",1358.848127,56.9
"627",1101.135551,59
"628",1112.849759,59.8
"629",1159.706591,60.8
"630",1452.561791,60.3
"631",1475.990207,61.1
"632",1557.989663,60.7
"633",1639.989119,59.3
"634",1229.991839,57.6
"635",1487.704415,61
"636",1534.561247,59.1
"637",1393.990751,62.7
"638",1077.707135,60.3
"639",1241.706047,62.2
"640",1663.417535,58.1
"641",1147.992383,56.8
"642",1382.276543,56.2
"643",1347.133919,60.4
"644",1171.420799,59.3
"645",1897.701695,58.1
"646",1265.134463,59.3
"647",1241.706047,62.9
"648",1335.419711,64.7
"649",1253.420255,58.8
"650",1382.276543,55.1
"651",1136.278175,60.9
"652",1417.419167,59.8
"653",1089.421343,58.6
"654",1546.275455,57.2
"655",1686.845951,61.5
"656",1745.416991,59
"657",1417.419167,54.8
"658",1628.274911,58.6
"659",1616.560703,60.6
"660",1710.274367,60.3
"661",995.707679,59.8
"662",1663.417535,62.4
"663",1557.989663,59.1
"664",1229.991839,57.1
"665",1628.274911,58.6
"666",1229.991839,61.8
"667",1323.705503,61.4
"668",1300.277087,59.6
"669",1335.419711,62.6
"670",1499.418623,59.3
"671",1475.990207,60.6
"672",1077.707135,60.6
"673",1429.133375,58.8
"674",1511.132831,61.8
"675",1757.131199,61.3
"676",1124.563967,60.6
"677",1393.990751,59.9
"678",1745.416991,58.2
"679",1171.420799,60.5
"680",1698.560159,61.7
"681",1405.704959,61.6
"682",1253.420255,58.3
"683",1522.847039,59.4
"684",1628.274911,57.2
"685",1300.277087,61.3
"686",1499.418623,60.7
"687",1101.135551,62
"688",1300.277087,60.2
"689",1616.560703,60.2
"690",1815.702239,57.1
"691",1417.419167,60.4
"692",1440.847583,60.2
"693",1253.420255,62.3
"694",1417.419167,59.7
"695",972.279263,61.7
"696",1991.415359,57.5
"697",1429.133375,59.6
"698",1909.415903,56.1
"699",2026.557983,57.4
"700",1124.563967,61.6
"701",1604.846495,62.7
"702",784.851935,63.1
"703",1862.559071,61
"704",1370.562335,63.9
"705",1147.992383,55.4
"706",1733.702783,50.3
"707",1429.133375,58.6
"708",1382.276543,62.9
"709",1159.706591,60.7
"710",1546.275455,59.4
"711",1452.561791,60.1
"712",1522.847039,56.9
"713",1288.562879,57.4
"714",1604.846495,59.5
"715",1499.418623,59.2
"716",1452.561791,61.9
"717",1464.275999,58.4
"718",1534.561247,59.1
"719",1651.703327,60.2
"720",1147.992383,59.8
"721",1546.275455,57
"722",1569.703871,59.7
"723",1874.273279,61
"724",1229.991839,61.2
"725",1077.707135,60.9
"726",1651.703327,55.2
"727",1265.134463,58.4
"728",1511.132831,61.2
"729",960.565055,60.2
"730",1991.415359,56.5
"731",1511.132831,60.4
"732",1370.562335,56.7
"733",2108.557439,56.4
"734",1581.418079,54
"735",1991.415359,59.8
"736",1194.849215,60.2
"737",1288.562879,59.7
"738",1663.417535,60.3
"739",1499.418623,55.7
"740",1815.702239,55.5
"741",1417.419167,58
"742",1698.560159,58.8
"743",1452.561791,57.7
"744",1909.415903,56.8
"745",1827.416447,56.1
"746",2096.843231,57.5
"747",1651.703327,58.8
"748",1276.848671,61.2
"749",1136.278175,59.6
"750",1440.847583,58
"751",1171.420799,61.3
"752",1616.560703,58.1
"753",1323.705503,60.8
"754",1850.844863,58.6
"755",1651.703327,52
"756",1475.990207,60.3
"757",1874.273279,59
"758",2108.557439,56.4
"759",1628.274911,57.7
"760",1792.273823,57.9
"761",1932.844319,54.7
"762",1698.560159,55.7
"763",1780.559615,59.7
"764",1839.130655,57.1
"765",1089.421343,62.5
"766",1347.133919,59.6
"767",1616.560703,57.5
"768",1604.846495,56.4
"769",1956.272735,55.7
"770",1815.702239,61.4
"771",1300.277087,62.1
"772",1030.850303,60.1
"773",1874.273279,57.5
"774",1452.561791,60.4
"775",1839.130655,60.7
"776",1417.419167,60
"777",1323.705503,57.9
"778",1616.560703,57.5
"779",1475.990207,58.2
"780",2108.557439,53.9
"781",1347.133919,52.9
"782",1593.132287,57.5
"783",1124.563967,59.4
"784",1557.989663,59.3
"785",1616.560703,60.1
"786",1616.560703,56
"787",1803.988031,58.1
"788",1417.419167,61
"789",1487.704415,57.2
"790",1839.130655,52.9
"791",1639.989119,57.2
"792",2026.557983,54.4
"793",1557.989663,57.6
"794",1651.703327,57.6
"795",1335.419711,57.6
"796",1885.987487,56.3
"797",1827.416447,58.5
"798",1370.562335,63.1
"799",1780.559615,59.3
"800",1522.847039,56.4
"801",1956.272735,55.2
"802",1710.274367,57.6
"803",1686.845951,58.9
"804",1557.989663,57.9
"805",1429.133375,57.1
"806",1604.846495,59.3
"807",1803.988031,57.2
"808",1710.274367,56.5
"809",1768.845407,57.4
"810",1499.418623,57.7
"811",1710.274367,50.9
"812",1358.848127,54.7
"813",1593.132287,58.4
"814",1698.560159,57.3
"815",1686.845951,59.2
"816",1042.564511,60.3
"817",2014.843775,58.7
"818",1616.560703,58.8
"819",1241.706047,58.9
"820",1358.848127,60.1
"821",1382.276543,58.4
"822",1686.845951,54.9
"823",1909.415903,57
"824",1991.415359,53.9
"825",1440.847583,59.6
"826",1218.277631,60.4
"827",1405.704959,60.5
"828",1393.990751,60.4
"829",1429.133375,57.2
"830",1850.844863,56
"831",1757.131199,56
"832",1522.847039,59.1
"833",1686.845951,57.1
"834",1897.701695,57.9
"835",1639.989119,60.6
"836",1347.133919,58
"837",1604.846495,57.9
"838",1839.130655,54.1
"839",1686.845951,56.8
"840",1639.989119,58
"841",1522.847039,58.5
"842",1616.560703,58.4
"843",1686.845951,58.9
"844",1557.989663,62.3
"845",1675.131743,59
"846",1710.274367,51.7
"847",1440.847583,59.9
"848",2143.700063,53.2
"849",1651.703327,59.4
"850",1265.134463,61.5
"851",1546.275455,61.9
"852",1757.131199,54.7
"853",1967.986943,57.4
"854",1534.561247,59.3
"855",2049.986399,60
"856",1464.275999,62
"857",1710.274367,55.9
"858",1651.703327,60.3
"859",2026.557983,57.8
"860",1780.559615,59.4
"861",1464.275999,60.5
"862",1358.848127,58.9
"863",1815.702239,58.9
"864",1792.273823,56
"865",1721.988575,58.2
"866",1522.847039,58.1
"867",1546.275455,55.5
"868",1675.131743,57.8
"869",1452.561791,58.7
"870",1604.846495,56.8
"871",1569.703871,58.7
"872",1792.273823,58.6
"873",1909.415903,54.2
"874",1991.415359,52.8
"875",1593.132287,56.7
"876",1710.274367,56.6
"877",1335.419711,60
"878",1604.846495,58.4
"879",1487.704415,60.1
"880",1464.275999,59.8
"881",1604.846495,57.9
"882",1452.561791,60.7
"883",1370.562335,59.6
"884",1639.989119,59.1
"885",1850.844863,58.8
"886",1171.420799,59.9
"887",1557.989663,61.1
"888",1686.845951,59.3
"889",1206.563423,58.8
"890",1839.130655,53
"891",1721.988575,56.9
"892",1757.131199,58.5
"893",1370.562335,60
"894",1440.847583,58
"895",1557.989663,58.1
"896",1288.562879,61.1
"897",1276.848671,61.2
"898",1393.990751,60.1
"899",1546.275455,60
"900",1440.847583,61.2
"901",1616.560703,58.8
"902",1850.844863,56.8
"903",1581.418079,57.5
"904",1628.274911,59.8
"905",1745.416991,58.7
"906",1862.559071,57.4
"907",1721.988575,60.1
"908",1475.990207,59.6
"909",1452.561791,58
"910",1499.418623,61
"911",1487.704415,56.4
"912",1604.846495,58.4
"913",1593.132287,59.8
"914",1546.275455,60.1
"915",1686.845951,60
"916",1265.134463,61.2
"917",1440.847583,60.6
"918",1698.560159,60.7
"919",1780.559615,61.9
"920",1721.988575,59.2
"921",1757.131199,59.8
"922",1757.131199,59.2
"923",1440.847583,59.4
"924",1475.990207,61.1
"925",1581.418079,56
"926",1581.418079,59.2
"927",1604.846495,57.6
"928",1546.275455,59.1
"929",1956.272735,56.7
"930",1593.132287,59.1
"931",1639.989119,57.6
"932",1452.561791,53
"933",1768.845407,57.2
"934",1862.559071,56.6
"935",1651.703327,60.4
"936",1663.417535,58.6
"937",1522.847039,60
"938",1358.848127,60.3
"939",1440.847583,59.7
"940",1897.701695,57.4
"941",1745.416991,58.4
"942",1698.560159,58.8
"943",1733.702783,57.4
"944",1839.130655,56.8
"945",1721.988575,58.2
"946",1663.417535,57.5
"947",1487.704415,61.2
"948",1651.703327,59
"949",1721.988575,58.6
"950",1429.133375,60.7
"951",1604.846495,58.3
"952",1452.561791,61.2
"953",1557.989663,61.3
"954",1956.272735,59.2
"955",1522.847039,58.5
"956",1850.844863,59.9
"957",1300.277087,62.3
"958",1557.989663,59.5
"959",1686.845951,56.3
"960",1921.130111,53.8
"961",1604.846495,57.2
"962",1253.420255,59
"963",1464.275999,58.5
"964",1792.273823,61.3
"965",1229.991839,61.4
"966",1546.275455,60.9
"967",1511.132831,58.7
"968",1347.133919,61.2
"969",1241.706047,63.1
"970",1440.847583,62.2
"971",1686.845951,54.7
"972",1780.559615,55.6
"973",1393.990751,57
"974",1546.275455,58.8
"975",1639.989119,59.8
"976",1370.562335,59.8
"977",1405.704959,60.3
"978",1593.132287,54.4
"979",1522.847039,54.7
"980",1089.421343,63.7
"981",1663.417535,59.5
"982",1698.560159,58.6
"983",1792.273823,57.4
"984",1710.274367,58.5
"985",1897.701695,58
"986",1967.986943,56.6
"987",1370.562335,61
"988",1710.274367,58.3
"989",1499.418623,59.9
"990",1265.134463,61.6
"991",1241.706047,60.2
"992",1768.845407,56.3
"993",1651.703327,55.4
"994",1464.275999,55.8
"995",1721.988575,57.6
"996",1780.559615,56.1
"997",1862.559071,56
"998",1358.848127,61
"999",1499.418623,59.4
"1000",1429.133375,58.2
"1001",1639.989119,53.9
"1002",1616.560703,53.8
"1003",1862.559071,56.7
"1004",1745.416991,54.7
"1005",1663.417535,60
"1006",1721.988575,57.9
"1007",1757.131199,57.8
"1008",1604.846495,60.9
"1009",1839.130655,57.6
"1010",1979.701151,58
"1011",1839.130655,57.5
"1012",1604.846495,58
"1013",1382.276543,62.4
"1014",1569.703871,60.4
"1015",1686.845951,59
"1016",1874.273279,57.9
"1017",1827.416447,54.2
"1018",1721.988575,57.7
"1019",1792.273823,60.1
"1020",1546.275455,59.2
"1021",1581.418079,59.8
"1022",1440.847583,62
"1023",1698.560159,58
"1024",1663.417535,59.8
"1025",1675.131743,61.1
"1026",1253.420255,64.1
"1027",1745.416991,57.9
"1028",1768.845407,61.4
"1029",1335.419711,57.1
"1030",1440.847583,58.5
"1031",1874.273279,58.8
"1032",1382.276543,58.7
"1033",1171.420799,61.1
"1034",1780.559615,59.4
"1035",1733.702783,61.4
"1036",1288.562879,62.7
"1037",1663.417535,59.9
"1038",1464.275999,60.6
"1039",1546.275455,52.4
"1040",1147.992383,61.6
"1041",1593.132287,62
"1042",1569.703871,59.1
"1043",1487.704415,59.2
"1044",1604.846495,62.1
"1045",1124.563967,63.1
"1046",1206.563423,59
"1047",1733.702783,61.5
"1048",1464.275999,60.9
"1049",1159.706591,61.5
"1050",1323.705503,60.2
"1051",1429.133375,59
"1052",1721.988575,61
"1053",1581.418079,58.4
"1054",1393.990751,61.1
"1055",1557.989663,60.2
"1056",1874.273279,55.5
"1057",1546.275455,59
"1058",1827.416447,56.1
"1059",1054.278719,63.6
"1060",1218.277631,62.5
"1061",1358.848127,61.5
"1062",1616.560703,58.2
"1063",1557.989663,51.6
"1064",1475.990207,62.4
"1065",1511.132831,59.7
"1066",1370.562335,60.8
"1067",1546.275455,61.1
"1068",1440.847583,60.9
"1069",1475.990207,58.7
"1070",1265.134463,56.3
"1071",1405.704959,57.8
"1072",1358.848127,57.1
"1073",1159.706591,59.4
"1074",1101.135551,60.3
"1075",1358.848127,61.9
"1076",1393.990751,60
"1077",925.422431,63.5
"1078",1089.421343,61
"1079",1358.848127,61.9
"1080",1136.278175,60.1
"1081",1288.562879,62.7
"1082",1124.563967,63.1
"1083",1639.989119,59.9
"1084",1393.990751,59.1
"1085",1206.563423,62.2
"1086",1171.420799,61
"1087",1464.275999,62.3
"1088",1323.705503,61.9
"1089",1546.275455,63.1
"1090",1452.561791,63
"1091",1792.273823,60.2
"1092",1522.847039,61.4
"1093",1358.848127,60.7
"1094",1464.275999,61.8
"1095",1206.563423,60.4
"1096",1253.420255,59.6
"1097",1616.560703,58.9
"1098",1019.136095,60.6
